id;country;description;developed;name;parent;published;start_date
12485;643;AtomTeam is an international team based in Russia, Ukraine, Poland and Latvia. Members of the team worked on such titles as World of Tanks, World of Warplanes, The Adventures of Sherlock Holmes, Xenus 2: White Gold and many other original games.;{28160};AtomTeam;;;
12486;;;{28163, 111028};Heavy Kick Games;;{28163, 111028};
12487;470;Anvil Game Studios is a game development company based in Malta with an international team of passionate individuals.    They are currently independently developing and producing their debut title ‘Holdfast: Nations At War’ - A competitive multiplayer first and third person shooter set during the Napoleonic Era. Massive battles with over 125 players per server take place in the game.;{28164};Anvil Game Studios;;{28164};2014-06-18 00:00:00
12488;;;{28165};Oleg Sergeev;;;
12489;;;;Andrey Rumak;;;
12490;;;;Do My Best;;;
12491;;;{28134};Feperd Games;;{28134};
12492;;;{113833, 28171};Brilliant Game Studios;;{113833, 28171};
12493;;;{28172};VikingVRStudio;;{31816, 28172};
12494;;;;Ubisoft Nadeo - duplicate;;;
12495;;;{28184};Gamelevel71;;;
12496;;;{28188};Alex Rose Games;;{28188};
12497;;;{28189};Rice Cooker Republic;;{28189};
12498;;;{28192};Rocky Studio;;;
12499;;;{28198};Montevisoft;;{28198};
12500;;The Irregular Corporation is an independent publisher founded by industry veterans and based in the UK, our focus is on creating and supporting original games for niche markets and communities.    We like things that are a little bit different.;{27792, 28200};The irregular Corporation;;{120322, 101061, 28200, 27792, 101239};
12501;;;;ILMX;;;
12502;;;{102273, 28205};Valsar;;{102273, 28205};
12503;;;{28206};Secure Vend LLC;;{28206};
12504;;;{28209, 74167};ILMXStudios;;{28209, 74167};
12505;;;{105337, 28211};Pie On A Plate Productions;;{105337, 28211};
12506;;;{28024};Sword Twin Studios;;{28024};
12507;;;{28215};Three Little Devs;;;
12508;;;{28217};Marshlight Software;;{28217};
12509;;;{10101};Finn Morgan;;;
12510;;;;Puppy Punch Productions;;{10101};
12511;;;{28219, 27212};Malistic Studio;;{28219, 27212};
12512;;;{28221};Denis Galanin (mif2000);;;
12513;;;;Stardock Entertainment - duplicate;;;
12514;;;{28223};Feeling Terrible;;;
12515;;;{10357};Camel101 LLC;;;
12516;;;{14282};The Incredible Trio;;;
12517;;;;US Action;;{14282};
12518;;;{10466};I-deal Games;;;
12519;;;{28232};BlackMark Studio;;;
12520;;;{114498, 28236};Circus Atos;;{114498, 28236};
12521;;;{28237};The Cursed Revolver;;{28237};
12522;;;{115657, 28239};Ovid Works;;{115657, 28239};
12523;;;{28240};Faux-Operative Games;;{28240};
12524;250;;{28241};Piece of Cake studios;;{28241};
12525;840;Founded in 2015, Holospark is an independent developer based near Seattle, WA. It has assembled a strong development team of more than 35 developers hailing from Bungie, Activision, Amazon Game Studios, Monolith, Cryptic, Sony Online and other well-known game studios. Holosparks leadership has contributed to such blockbuster games as Destiny 2, Middle Earth: Shadow of Mordor, No One Lives Forever 2, Call of Duty 3, F.E.A.R, Bioshock Infinite, Dawn of War III, inFamous 2 and many more. < The company’s first game, Earthfall, an action-packed 4-player cooperative shooter currently available on Steam Early Access and coming to consoles in Q2 2018. A massive crowd favorite at PAX West, South, and East, Earthfall, commanded lines of up to four hours with gameplay that took its inspiration from Left for Dead. The game also received the “Best of the MIX” award at GDC 2017;{91201, 27186, 33075, 110343};Holospark;;{91201, 27186, 33075, 110343};2015-12-31 00:00:00
12526;;;{58335, 28255};POLYGON GAMES;;;
12527;;;{28256};Studio Chahut;;;
12528;;;;PLAYDIUS Ent.;;{28256, 55048, 33112};
12529;;;{28257};Phobetor;;{28257};
12530;;;{28258};Jonas De Carvalho Felinto;;{28258};
12531;;;{28258};Marcelo Eduardo Cabral;;{28258};
12532;;;{28259};Longshot Studios LLC;;{28259};
12533;;;{94914, 28260, 77365};Dogwood Gaming;;{77365};
12534;;;{30081, 28261};Babaroga, LLC;;{28261};
12535;;;{28262};Madaboutgames;;;
12536;;;{28263};DracoSoftware, LLC;;{28263};
12537;578;;{28060};Encircle Games;;{28060};
12538;;;{28265};Mokylin Tech. Co.,Ltd;;;
12539;;101XP is an online and social games publisher and operator. Their focus is to bring high-quality international products to social networking websites.;;101XP;;{28265, 30315, 74531};
12540;;;;Piko Interactive;;{32601, 28267, 84478};
12541;;;{28270};CreakyHat Games;;{28270};
12542;;;{29441, 28271};IndieRevo;;{29441, 28271};
12543;;;{28272};Nordic Trolls;;{28272};
12544;826;;{28273};Spilt Milk Studios Ltd;;{28273, 32234, 9459};
12545;250;;{28274, 107140};Lightbulb Crew;;{28274};
12546;840;;{28275};Starfall Studios;;{28275};
12547;;;{103808, 110086, 55304, 44301, 51598, 101261, 75923, 105235, 51740, 81832, 44203, 112820, 86334, 76488, 110155, 103757, 109905, 108370, 110676, 100565, 54999, 55768, 55649, 103790, 105331, 28276, 110457};DRUNKEN APES;;{103808, 110086, 55304, 44301, 51598, 101261, 75923, 105235, 51740, 81832, 44203, 30127, 112820, 86334, 76488, 110155, 103757, 109905, 108370, 110676, 100565, 54999, 55768, 55649, 103790, 105331, 28276, 110457};
12548;;;{30988, 28277};Sleepless Clinic;;;
12549;276;;{28278};Exozet;;;
12550;;;{86735, 28279};FeelThere;;{86735, 29566, 28279};
12551;;;{28280};Elmwood Game Studios;;;
12552;;;;Rich Savage Global Media;;{28280};
12553;;;{28281};OneManTeam;;{28281};
12554;;;{28225};Morgan Games;;;
12555;;;{28282};The Wandering Ben;;;
12556;;;{28288};Bare Feet Games;;{28288};
12557;;;{28292};Kerry Fawdray;;;
12558;;;;Humble Sage Games;;{28292};
12559;;;;Arrow Face Games;;{28292};
12560;;;{28293};Project ICKX;;;
12561;;;{28294};VinLia Games;;{28294};
12562;;;{89401, 71466, 54870, 28295};Intermediaware;;{28295, 71466, 54870, 89401, 30970};
12563;;;{28296};Carbomb Software;;{28296};
12564;;;{32485};Nova Dimension;;{32485, 32261, 33413, 28296, 34727, 34728, 31345};
12565;;;{28297};onebraverobot;;{28297};
12566;;;{29130, 28298, 41923, 74663};Triple Rush Games;;{29130, 28298, 41923, 74663};
12567;;;{28299};Ideographer;;{28299};
12568;;;{117248, 95173, 104391, 28300, 28301, 43085, 81678, 58194, 116498, 117746, 26998, 110774};Frontwing;;{58194, 26998};
12569;;;;Frontwing USA;;{117248, 33058, 32228, 31077, 95173, 104391, 28300, 28301, 32910, 43085, 81678, 58194, 116498, 32501, 110774, 32956, 30334, 31199};
12570;;;{28302};Pixwerk;;;
12571;616;Independent video game developer.;{31318, 28303};10Ants Hill;;{114282, 31318, 28303};
12572;;;{28304};Toxodon Games;;{28304};
12573;;;{28305};Ejoy Games;;{28305};
12574;;;;Biofaction;;{28306};
12575;;;{28307};PolyDigital;;{28307, 34646};
12576;;;{56616, 28308, 29389};PRIME WORKS Co.,Ltd.;;{56616, 28308, 29389};
12577;840;Arcanity Inc. is an American independent game studio formed by Jason Jacobitz (inXile Entertainment, Sony Online Entertainment), in collaboration with former inXile Entertainment, Obsidian Entertainment, Sony Online Entertainment and Westwood Studios designers, programmers and artists, who collectively worked on games such as Wasteland 2, Vanguard: Saga of Heroes, EverQuest: Omens of War, Star Wars: Knights of the Old Republic II, Neverwinter Nights 2, Hunted: The Demons Forge, UFC 3, FreeRealms, Torment: Tides of Numenera, Command & Conquer Generals: Zero Hour and many others!;{28309};Arcanity Inc;;{28309};
12579;;;{28311};TheMeatly Games, Ltd.;;{90246, 28311};
12580;;;{28312, 34932};Mango Protocol;;{28312, 34932};
12581;246;;{28313};Super God;;{28313};
12582;;;;PnC Narratives;;{29962};
12583;;;{28316};WRGenesis;;{28316, 29549};
12584;;;{28317};Hologram Software LTD.;;;
12585;;;;iCandy Games Inc.;;{28317};
12586;;;{28318};Buddy System;;;
12587;;;{28319};Punch Punk Games;;;
12588;;;{28320, 45884};Zanardi and Liza;;{28320, 45884};
12589;;;{28321, 29563};Ebullience Games;;{28321};
12590;840;For 8 years Aubrey Serr worked on Wolfire games like Overgrowth and Receiver, but in 2015 he decided to depart on a journey into making his own games. After a year of experimental prototypes, 12 East Games was founded in order to fully develop something new.;{28322};12 East Games;;{28322};
12591;840;Frostburn Studios is a game development and publishing studio with a mission to deliver the most comprehensive and enjoyable gaming experiences. Frostburn is currently focused on the development of its flagship title, Heroes of Newerth, which touts intense, session-based, multiplayer action and delivers fast-paced, high-octane, gameplay that cant be experienced elsewhere.    With a tight-knit team backed by years of industry experience, Frostburn Studios continues to serve the community and redefine gaming experiences for all.;{763};Frostburn Studios;689;{763};2015-12-31 00:00:00
12592;392;;{28324, 113381, 111078};COLOPL, Inc.;;{33024, 28324, 113381, 111078, 31981, 31600, 53016, 105054};
12593;;;{28325};Sergio & Simon;;{28325};
12594;;;{28326, 111878, 115625, 81645, 102416, 115129};Reine Works;;{115129};
12595;840;We are not one, but several dev teams working on completely different projects. We live in different cities and countries, but we are all united by our common cause – we want to make engaging top quality games.;{75067, 28327};Big Way Games;;{75067, 28327};2015-12-31 00:00:00
12596;;;{28328};ThinkFast Studio;;{28328};
12597;;;{28329, 116499};Glyph Worlds;;{28329, 116499};
12598;;;{28330};the3dCrew;;{28330};
12599;;;{28331};Class-X Games;;{28331};
12600;;;{76482, 28332, 117133, 117464, 107837};Mariaglorum;;;
12602;;;{28338};Studio QI;;{28338};
12603;;;;esthetics;;;
12604;;;{90222, 28340, 28341, 28344, 28345, 28348};carmel games;;;
12605;;;{28342};LWNA;;{28342};
12606;;;{28349};Justforward.co;;{28349};
12607;;;{33504, 28351};Forthright Entertainment;;{32799, 28351};
12608;;;{27088};Kverta;;;
12609;;;{28362};Andrettin;;{28362};
12610;;;;D2C Games;;{21048};
12611;;;{28369};Lightvolt;;;
12612;;;{28371};Project Parallel;;{28371};
12613;;;{28374};Digital Gamez;;{28374};
12614;;;{28376};Mykyta Markin;;{28376};
12615;;;{28376};Artem Basko;;{28376};
12616;;;{28378};Kongroth;;{28378};
12617;;;{28381};Liquid Left Solution;;;
12618;;;{105027, 57916, 28382};loyalsheep;;{105027};
12620;;;;Sony - duplicate;;;
12621;;;{21881};Gamoola Soft;;;
12622;578;Ravn Studio has developed high quality computer games for all platforms since 2006. In additions to our own IPs we have developed and published games based on many well known Norwegian and Nordic brands for kids/youth, like Pinchcliffe Grand Prix, Captain Sabertooth, Blue Mountain, Pippi Longstocking, Twigson, Ella Bella Bingo and City of Friends.;{21881, 114623};Ravn Studio;;;2002-12-31 00:00:00
12623;;;;IncaGold;;{25407};
12624;;;{21776};FORMation;;;
12626;;;{119854, 93658, 20051, 88006};Handelabra Games Inc.;;{119854, 93658, 20051, 88006};
12627;124;;{117009, 26102};KO_OP Mode;;;
12628;;;{28406};Duck Block Games;;{28406};
12629;;;;Aniware AB;;;
12630;;;;Pan Vision AB - duplicate;;;
12631;;;{51981, 29976, 114585, 61594, 121375, 52777, 118084, 76102, 118090, 93774, 28754, 115795, 117588, 93782, 107478, 116066, 86756, 119787, 97276, 28415};SharkGame;;;
12632;;;{28417};Bono Games;;;
12633;;;;RedFox Games;;{28417, 35531, 31021, 35215, 34746};
12634;;;{28419};CloudWeight Studios;;{28419};
12635;;;{28420};Mikhail Nevsky;;{28420};
12636;;;{28421};pheenix93;;{33769, 28421, 24613};
12637;;;{28421};KtSmag;;;
12638;;;{28422};Three Brothers Games;;{30843, 28422, 35391};
12639;;;{28423};BAD team;;{60360, 28423};
12640;;;{28424, 29449, 81736, 83947, 90991, 41912, 74617, 91005};Alexey Glinskiy;;{28424, 29449, 81736, 83947, 31375, 90991, 41912, 74617, 91005};
12641;124;;{28425, 40539};Foolish Mortals Games;;{28425, 40539};
12642;;;{75953, 28426, 65821};LunarCore Games LLC;;{28426, 32527, 75953, 30842, 65821};
12643;;;{28427};rupiwood;;{28427};
12644;;;{28428};Evolution Pinball VR;;{28428};
12645;;;{28429, 35382};DeXP;;{32475, 28429};
12646;;;{28430};Fastbird Dev Studio;;{28430};
12647;;;{28431};Shanghai JingCai Computer Software Development Co., Ltd;;{29742, 28431};
12648;;;{28432};Epic Gamer World LLC;;{28432};
12649;;;{28433};Bail! Enemy Jet!;;{28433};
12650;;;{28434};woolfie_games;;;
12651;;;;Thor Computer Software;;{30212, 28437};
12652;;;{9436};DMD Enterprise;;{9436};
12653;;;{28440, 36685, 72376, 47151};Silhouette Software;;;
12654;;;{20841};I-FRIQIYA;;{20841};
12655;;;{120926, 28447};IndieNorthSix;;{120926};
12656;;;{28448};Bizarrcade;;{28448};
12657;;;{28449, 41057};Soft Design Ltd.;;;
12658;;;{28450, 54627, 30214, 52756, 45340, 12989, 13567};Gang of Five;;;
12659;;;{28456};JoyFoundry;;;
12660;;;{28459};Bliculi Games;;;
12661;;;{47186, 28467, 28468};Martech Games Ltd.;;{71587, 45348, 71588, 71589, 58632, 53163, 28461, 13520, 47186, 28467, 28468, 13467};
12662;;;{13467, 28461};Software Communications Ltd.;;;
12663;840;;{20454};Atmos Games;;;
12664;;;{5055};GameConnect;;;
12665;;;{28464};AGameByMe;;;
12666;;;{28465};Zitrix Megalomedia;;{28465};
12667;;;{30215, 28471};Insight Software;;;
12668;;;{14113};Torus;;;
12669;;;{28476, 13610, 28475, 23068, 28477};ST Software;;;
12670;;;{24077};Moraffware;;;
12671;;;{14387};Good Catch Ltd;;{14387};
12672;;;{28503};Eyezmaze;;{28503};
12673;;;{28504, 28768};arcade.ly;;{28504, 28768};
12674;;;{28505, 74371, 28998};Quantized Bit;;{74371, 28998, 33672, 28505, 36350};
12675;124;;{28506};Actual Humans;;{28506};
12676;;;{28454};Jake Hollands;;;
12677;;;{28511};221b Games;;{28511};
12678;;;{26966};Kinepx;;;
12679;;;{28531};Nick Antonopoulos;;{28531};
12680;;;{122155, 28532};BraveWolf;;{122155, 28532};
12681;;;;Mad Dog Games, LLC;;{28081, 119170};
12682;616;Orbital Knight is a Polish independent game studio, focused on making high quality mobile games.;{35690, 28543};Orbital Knight;;{35690};2012-12-31 00:00:00
12683;;;{28548};Darril Arts;;{28548};
12684;380;Stormind Games is an Italian videogame development studio that produces thrilling games with strong cinematic vibes. The company partnered with Darril Arts to develop the highly anticipated survival horror Remothered: Tormented Fathers.;{28548, 117309};Stormind Games;;;
12685;;;{28549};Inferno Muse Interactive;;;
12686;;;;Little Stone Software;;;
12687;;;{28554};Broken Arms Games Pty Ltd;;{28554, 33047};
12688;;;;Eidos, Inc.;;{21483};
12689;;;{21483};Razorback Developments Ltd;;;
12690;;;{14338};Courbois Software;;;
12691;;;;Alpha-Omega Software;;{13858, 37293, 38743, 80411, 36541};
12692;;;{28567};Martin Jenkins;;;
12693;;;{28569};SCR Adventures;;{28569};
12694;;;;CDS Microsystems;;{28569};
12695;;;{28572};Zeexs Games Studi;;;
12696;;;{41056, 13021};Tron Software;;;
12697;;;{13005};Paradise Software;;;
12698;;;{13480, 28851, 12830, 28703};Canvas Software;;;
12699;;;{28704};Slingshot & Satchel;;;
12700;;;{28710};Not Doppler;;{122128, 26524, 28710};
12701;;;{28716};Dyadic Software Associates;;;
12702;;;{28728};BurningFlower;;;
12703;;;{28729};Lima Sky;;{28729};
12704;;;{28593};Tom Kitchen;;{28593};
12705;;;{28769};Swizzle llc;;{28769};
12706;;;{28811};Danstarr13;;;
12707;;;{28813};Atmospheric blur;;;
12708;;;{28030};Game Developer 18;;;
12709;;;{28814};Seismic Spark;;;
12710;;;{28816};Dragoon Domain;;;
12711;;;{28817};NomaGames;;;
12712;840;;{28818, 81186};Funomena;;{81186, 120154};
12713;;;{28819};Net Dragon;;;
12714;;;;R2Games;;{28819};
12715;410;;{28820};Gamevil;;{95576, 44073, 90098, 28820};
12716;;;{28824, 41054, 28823};Carter Follies Software Associates;;;
12717;;;{28834};wittyGamerz;;{28834};
12718;;;{28835};Gambarion;;;
12719;;;;Salio, Inc.;;{6856};
12720;;;{28844};AreddaCo;;;
12721;36;Black Lab Games is a boutique game development company specializing in modern downloadable games with a nostalgic flavor.    Developers of the Star Hammer series.;{28842, 110891};Black Lab Games;;;
12722;752;DeadToast Entertainment is the sole effort of Victor Agren and is used as a brand for him to release his video games through. DeadToast Entertainment is not bound to any particular genre or platform and put a high value on creative freedom.;{123707, 25901};DeadToast Entertainment;;{123707};2006-12-31 00:00:00
12723;;;{29458, 28739};Growing Grass Studio;;{29458, 28739};
12724;;;{27875};Mike Walter;;;
12725;;;;Heatherglade Ltd.;;{26724};
12726;;;{23631};DistrictWare;;{23631};
12727;;;{24476, 88117};Kormishenkov Anton;;{24476, 88117};
12728;;;{27328};Cosmic Engineers;;;
12729;;;{26240};Psilocybe Games;;{26240};
12730;380;;{28858};REDECODE;;{28858};
12731;246;;{28896};Critical Force;;{28896};
12732;;;{28898};Rexet Studio;;{28898};
12733;;;{28738};O.T.K Games;;{28738};
12734;;;{32042, 18431};VIS Games;;;
12735;;;{24530};FlatRedBall, LLC;;{24530};
12736;840;;{28952};Lunar Ray Games;;{61235};
12737;;;{12984};Solid Image Ltd.;;;
12738;;;{57696, 13397};Focus Creative Enterprises Ltd., Software Studios;;;
12739;;;;Piranha;;{13508, 54718, 54667, 36557, 36881, 15252, 13396, 28957, 36670};
12740;;;{28962};The Pickford Brothers;;;
12741;;;;Zee-3 Digital Publishing;;{28962};
12742;;;{29005};ru3ch initiative;;{29005};
12743;;;{29006};Proficient City Limited;;{119570, 119436, 29006};
12744;;;{29007};Pretty Standard Games;;;
12745;156;Moonton is a mobile game developer, known for their MOBA game Mobile Legends.;;Moonton;;;2014-12-31 00:00:00
12746;;;{29009, 38890};IGG.COM;;{29009};
12747;;;{23538};Bioware Mythic;;;
12748;;;{29031};Brainwave Creations;;;
12749;;;{29038, 51447};Blazing Planet Studio;;{29038, 51447};
12750;;;{29041};Imitation Pickles;;{29041};
12751;;;{29042};Nekogames;;{29042};
12752;;;{29043};Demiforce LLC;;{29043};
12753;;;{29044};Area/Code Entertainment;;;
12754;;;{29135};Green Monkey Games, LLC;;{29135};
12755;;;;NEC Avenue, Ltd.;;{6817, 2051, 6789, 12862, 6794, 2604, 42033, 43196, 41779, 6969, 36728, 3129, 6684, 12190};
12756;;;;SSI;;;
12757;;;{29530};Permafrost Development;;;
12758;;;{14762, 25211, 116053};Kyle Seeley;;{14762, 25211, 116053};
12759;840;A San Diego based game studio working on a new title, Ashes of Creation.;{27420};Intrepid Studios;;{27420};2015-12-31 00:00:00
12760;;;{26899, 75062};Neowiz Bless Studio;;;
12761;;;{12114, 41066};Gamestar, Inc.;;;
12762;;;{30209, 38925};Xcel Ltd;;;
12763;752;;{30229};Pathos Interactive;;;
12764;;;{11450};Hammerfall Publishing;;{74584, 11450};
12765;124;;{30791};Complex Games;;{30791};
12766;;;;Micromega;;{23075, 13502};
12767;;;{8666};Master Designer Software, Inc.;;;
12768;;;{31180};Fraoula;;{31180};
12769;;;;Micropool;;{31182};
12770;;;{31182};RaySoft;;;
12771;;;{31184, 55201, 53165};The Zen Room;;;
12772;;;{31188};Ellicott Creek Software;;{31188};
12773;;;{31190};Terabyte Studios;;{31190};
12774;;;;Slitherine Strategies - duplicate;;;
12775;;;{111744, 26705, 111745, 111746};Straylight Entertainment;;;
12776;;;;Red Shift;;{36880, 15598};
12777;;;{23614};AlternativaPlatform;;;
12778;;;{23440};Whalenought Studios;;{23440};
12779;;;{29327};Infosuccess3d;;{29327};
12780;;;{28519};Cosmo Machia Inc.;;;
12781;;;{24203};JCO;;;
12782;36;Black Matter is an independent game studio known for developing Hell Let Loose. It is based in Sydney, NSW, Australia.;{32365};Black Matter;;;2016-03-01 00:00:00
12783;;;{32540, 32366};SLUG;;;
12784;;;{32367};Dagenham Design Cell;;;
12785;;;;Blade Software;;{12668};
12786;;;{32716};Whitebox Interactive;;{32716};
12787;;;{33632};Credici;;;
12788;;;{34218};5BP;;;
12789;;;{34228};alvarop games;;;
12790;;;{34295};Legendary Games;;;
12791;250;;{34371, 29629};Grand Cauldron;;{29629};
12792;826;;;Pixel Toys;;{23523};
12793;;;{31633};Hexar Games;;{31633};
12794;;;;SolidRock Game;;;
12795;;;{35007};Fine Mug;;{35007};
12796;;;{35154};Jadoku;;;
12797;36;;{35626};Sidebar Games;;{35626};
12798;;;;la;;;
12799;;;{36507};MastroBros;;{36507};
12800;;;{34678};Katatema;;;
12801;;;{36509};Nathan Broadbent;;;
12802;;;;Massive Black;;;
12803;;;{26671};JCKSLAP;;{26671};
12804;;;{23956};Garage227 Studios;;;
12805;;;{36532};Proteus Developments;;;
12806;;;;Play(c);;;
12808;;;;Take 2 Interactive - duplicate;;{39760, 39761, 11492, 24119};
12809;;;{36540};Giga Games;;;
12810;;;{57859, 36541};Quantum Productions;;{57859};
12811;;;;The Power House;;{54576, 37292, 36541, 53159};
12812;;;{36548};MJ Games;;{36548};
12813;;;{14322, 13748};Audiogenic Software Ltd.;;{14322, 13748, 69490};
12814;;;{36567};Startlecat Games;;;
12815;276;;{35282};Radical Fish Games;;;
12816;250;Novaquark is an indie game studio based in the center of Paris. Founded in 2014 by JC Baillie an expert in AI & Robotics. It operates on funds successfully raised from private investors and remains entirely independent. The company has around 25 employees who are all working exclusively on the game Dual Universe.    At Novaquark, we believe in the potential of emergent systemic gameplay and being at the forefront of massively mutiplayer online game concepts. We recruit bright minds and creative people who are bringing together a game that pushes the boundaries of online gaming to the next generation.;{19548};Novaquark;;;2014-12-31 00:00:00
12817;724;;{36568};Starloop Studios;;;
12818;;;{36569};RealityArts Studio;;{36569};
12819;;;;Vision Works;;;
12820;840;;{32921};Studio Wumpus;;{32921};
12821;;;{33218};Hypothetical Games;;;
12822;;;{36572};SEGA AM4;;;
12823;;;;Digital Images;;;
12824;;;{36573};Mesa Logic;;;
12825;;;{36574};Team Ant Mountan;;{36574};
12826;;;{36580};Unicorn Software Company;;{36580, 76621};
12827;;;{14264};The Next Frontier Corporation;;;
12828;;;{83384, 36588, 40998};DesignStar Consultants, Inc.;;;
12829;;;{36593, 69214, 36751};Trans Fiction Systems Inc.;;;
12830;;;{36594};Ki113R Studios;;{36594};
12831;616;Moral Anxiety Studio is an independent game development project led by Aureus, a Polish writer and designer. While none of the released games were made by a single person, Aureus is happy to stand behind the stories, designs, art direction and worldbuilding and he considers himself to be the creator of these games.    Aureus is building his own style of storytelling in video games, especially by focusing on small, personal tragedies, which he presents through complex dialogues. The games take place in Viaticum, a fantasy setting that has been under development for over 10 years.;{55114, 118875, 36596};Moral Anxiety Studio;8623;{55114, 118875};2016-12-31 00:00:00
12832;702;;{36597, 31357, 101869};The Gentlebros Pte. Ltd.;;{101869, 36597};
12833;;;{36608};Gianty;;{36608};
12834;;;{36612};Goblin Works;;;
12835;752;An independent Game Developer Collective, hell-bent on bringing the most epic CO-OP experience they can possibly make.;{36646};10 Chambers Collective;;{36646};
12836;;;{30514};Footprints Games;;;
12837;246;;{34792};Escapism Artworks;;{34792};
12838;724;;;SPOK Games;;{36650};
12839;;;{36652};Paper Castle Media;;;
12840;;;{36656, 36655};Ionis Software International;;;
12841;;;;Silverbird Software Ltd.;;{36656, 104242, 39379};
12842;276;;{36657, 12543};micro-partner Software GmbH;;;
12843;643;;{122009};Russobit-M;;{842, 95498, 122090, 36659, 10265, 24251, 69822};
12844;;;{36454};Iron Monkey;;;
12845;392;Company focusing on planning, developing, and operating online mobile games.;{122640, 36660, 23975};KLab;;{23975};2009-12-31 00:00:00
12846;392;Bushiroad Inc. is an entertainment company known for developing Cardfight!! Vanguard, Future Card Buddyfight, Weiss Schwarz, Luck & Logic and other card games, promotional items and smartphone applications around the world.;{119274, 117262};Bushiroad;;{80138, 119274, 117262, 122640, 36689, 36660};2007-12-31 00:00:00
12847;;;{111658, 36669};Insanity Studio;;{111658, 36669};
12848;;;{29895};Evolut Studio;;{29895};
12849;;;{36681, 14074, 14069, 36670};Five Ways Software Ltd.;;;
12850;;;;Entertainment USA;;{13987, 13012, 36676};
12851;;;;Streetwise;;{36681, 13010};
12852;;;{36683, 23067, 54671};Words & Pictures Limited;;;
12853;;;{36684};Consult Computer Systems;;;
12854;;;{36694};Microcomnputer Games, Inc.;;;
12855;;;{36695};Imagination Development Systems;;;
12856;;;{29902};nobodyshot;;{33259, 29901, 29902, 32591, 31738, 32220};
12857;;;{111256, 81737, 120985, 36699};Soiree Games;;{111256, 81737, 120985, 36699};
12858;;;;FamilySoft;;{36728};
12859;;;;Kodansha Publishers, Ltd.;;{36728};
12860;;;{36728};Fill-in-Cafe;;;
12861;;;{42568, 12303};PF Magic;;;
12862;;;;Bandai Co., Ltd. - duplicate;;;
12863;;;{36735};Realsalewa Soft;;;
12864;;;;Realsalewa Distribution;;{36735};
12865;724;Opera Soft was one of the most prolific Spanish computer game developers of the Golden Era of Spanish Software of the 1980s.    Like many other Spanish software companies of the time, Opera Soft did not adapt to the generational change and went out of business in the early 1990s with the emergence of 16-bit video games.;{41798, 112871, 112872, 86156, 39120, 73598, 12375, 37079, 86008, 11902};Opera Soft;;{41798, 112871, 112872, 86156, 39120, 73598, 12375, 37079, 86008, 11902};1986-12-31 00:00:00
12866;;;{9162, 4356};Takumi Corporation;;;
12867;;;;Datam Polystar;;{36740};
12868;;;;Tokuma Shoten;;{39640, 26637};
12869;;;;Software Country;;{13482};
12870;;;{31661};Ask An Enemy Studios;;{31661};
12871;;;{36763};Virtual Dungeon;;{36763};
12872;826;Founded by Jonathan Biddle, the former design director of Curve Digital, onebitbeyond is a new independent games development studio focused on creating unique gameplay experiences for consoles and PC.;{117974, 36798};onebitbeyond;8623;;
12873;;;{36707};Act 3 Games;;{36707};
12874;;;{36799};Hiding Spot Games;;;
12875;;;;wormate.;;;
12876;;;{105194, 80820, 79917};DigiPen Institute of Technology;;{89568, 36809, 105194};
12877;;;{36809};Nuclear Monkey Software;;;
12878;;;{22899, 36811};Square Co., Ltd. - duplicate;;{72810, 22899, 36811};
12879;;;;gamesonlinecorner;;{36812};
12880;;;{11485};Mike Mayfield;;;
12881;703;;{19876};Old B1ood;;;
12882;;;;Greens s.r.o.;;{19876};
12883;;;{36842};Mindware Limited;;;
12884;;;{36846};Tyler Glaiel;;{36846};
12885;;;{36849};The Web Sketch;;;
12886;;;{36476};Cradle Games;;;
12887;;;;NHN PlayArt;;{36855};
12888;;;;NBCUniversal Media, LLC;;;
12889;;;{36862};Reptile Industries;;;
12890;;;{36863, 13815};Radarsoft BV;;{36863};
12891;;;;Pyramide Soft;;{36866};
12892;;;;American Action AB;;{36867, 37070};
12893;;;{36867, 37070};Greve Graphics;;;
12894;;;{75042, 36871, 75760, 57330, 29405};Visualnoveler;;{75760, 57330, 75042, 29405};
12895;;;{78752, 33062};Yangyang Mobile;;{78752, 33062};
12896;;;{36754};Square Mountain;;;
12897;;;{32876};Soap Interactive;;;
12898;;;;Starbreeze publishing AB;;{76224, 76225, 76226, 36771, 32876, 76220, 76221, 76222, 76223};
12899;;;{32845};The Secret Location;;{32845};
12900;;;{12233, 36883};Binary Vision Ltd.;;;
12901;752;Josef Fares, writer and director of the critically acclaimed video game Brothers — A Tale of Two Sons, founded Hazelight together with its creative team. Were a studio built upon extensive experience from game development and film production. Hazelight focuses on story driven experiences and innovation to deliver titles that are highly original, yet elegant and mature.;{36897};Hazelight Studios;;;
12902;;;{36903};Utopia Technologies;;;
12903;;;{36904};Cascade Games, Ltd.;;{13282, 13285, 56582, 36904, 14126, 60689, 41010, 60721, 74427, 14079};
12904;;;{13283};Atronic Limited;;{13283};
12905;;;{60689, 36906};Data Design Systems;;;
12906;;;{36914};Daredevil Development;;;
12907;;;{14659};Sullivan Bluth Interactive Media, Inc.;;;
12908;;;{36918};Reaktor;;{36918};
12909;;;{36922};siddharth chovatiya;;{36922};
12910;;;{117192, 36930, 36940, 36941};WOOLooFun;;{117192, 36930, 36940, 36941};
12911;;;{36758};Not Done Yet Games;;{36758};
12912;;;;Four Horses Limited;;{76041, 36758};
12913;;;{36932};Boris Games;;;
